id,job_title,company_name,details,category,compensation,start,end,href,skills_.net,skills_2d animation,skills_a/b testing,skills_ab initio,skills_accounting,skills_accounts payable,skills_accounts receivable,skills_acrobat,skills_actionscript,skills_ad platform-google/bing,skills_admob,skills_adobe photo shop,skills_advanced mathematics,skills_advanced nursing services,skills_advanced programming: algorithms and data structures in c,skills_advanced programming: algorithms and data structures in python,skills_agreeableness,skills_air conditioner installation and repairing skills,skills_ajax,skills_analytical skills,skills_android development toolkit,skills_android sdk,skills_android studio,skills_angularjs,skills_api,skills_art,skills_asp,skills_auditing,skills_auto cad,skills_automotive engineering,skills_aws,skills_bank telling operations,skills_basic electrical skills,skills_basic entrepreneurial skills,skills_basic financial services,skills_basic html,skills_basic programming,skills_basic software testing,skills_basic statistics,skills_bootstrap,skills_business intelligence,skills_business skills,skills_businessobject,skills_c,skills_c#,skills_c++,skills_camera work,skills_carpentry,skills_chemical engineering,skills_chemistry,skills_civil engineering,skills_cms and flash knowledge,skills_communication skills,skills_computer literacy,skills_computer science,skills_conscientiousness,skills_coreldraw,skills_critical reasoning,skills_css,skills_css3,skills_customer centricity,skills_customer expectation management,skills_customer service situation handling,skills_data engineering,skills_data entry,skills_data interpretation,skills_data profiling,skills_data science,skills_database management: oracle (basic),skills_database management: sql,skills_design patterns,skills_digital marketing,skills_django,skills_drupal,skills_e-commerce,skills_effective communication,skills_electrical engineering,skills_electronics & semiconductor engineering,skills_electronics product installation and repair,skills_embedded system,skills_emotional intelligence,skills_english comprehension,skills_entrepreneurial,skills_essay writing skills,skills_etl testing,skills_extraversion,skills_financial and banking services,skills_financial statement analysis,skills_fluency,skills_front office administration,skills_fundamentals of economics,skills_fundamentals of html/css,skills_general knowledge,skills_git,skills_go(golang),skills_google analytics,skills_google tag manager,skills_grammar,skills_hr practices,skills_hr situation handling,skills_html,skills_html5,skills_human resource practices,skills_human resource situation handling,skills_illustrator,skills_indesign,skills_industrial engineering,skills_information gathering & synthesis,skills_integrity,skills_internet ability,skills_investment banking,skills_ios programming,skills_it helpdesk situation handling,skills_java,skills_java web services and xml,skills_javascript,skills_jquery,skills_json,skills_leadership skills,skills_learning attitude,skills_machine learning,skills_managerial skills,skills_marketing,skills_matlab,skills_mechanical engineering,skills_microsoft dynamics,skills_mongodb,skills_ms access,skills_ms excel,skills_ms office,skills_ms word,skills_mvc,skills_mysql,skills_networking,skills_nginx,skills_no skills preferred,skills_nodejs,skills_nosql,skills_office administration,skills_openness to experience,skills_operations,skills_people management,skills_photogap,skills_photoshop,skills_php,skills_physics,skills_planning and organising,skills_pr skills,skills_presentation skiils,skills_production and industrial engineering,skills_production engineering,skills_programming principles and algorithms,skills_programming: asp.net with c#,skills_pycharm,skills_python,skills_qtp,skills_quantitative ability,skills_quantitative aptitude & logical reasoning,skills_rest,skills_retail sales management,skills_rtos,skills_sales situation handling - basic,skills_sales situation handling - intermediate,skills_salesforce,skills_search engine marketing,skills_search engine marketing (cpc),skills_search engine marketing (ppc),skills_search engine optimization,skills_selenium,skills_selling,skills_servlets and jsp,skills_spark,skills_spoken english comprehension,skills_sql,skills_sql server,skills_sqlite,skills_swift,skills_tableau,skills_tally,skills_teaching skills,skills_team management,skills_team player,skills_teamwork,skills_visual basic,skills_visual design studio,skills_visual studio,skills_vocabulary,skills_web development & management,skills_webkit,skills_weblogic,skills_windows os,skills_wordpress,skills_work management,skills_writing skills,skills_written english,job_loc_agra,job_loc_ahmedabad,job_loc_ahmednagar,job_loc_allahabad,job_loc_amritsar,job_loc_anand,job_loc_andaman and nicobar islands,job_loc_anywhere in india,job_loc_anywhere in india delhi,job_loc_anywhere in india noida,job_loc_anywhere in india pune,job_loc_asansol,job_loc_banera,job_loc_banga,job_loc_bangalore,job_loc_bangaon,job_loc_bankura,job_loc_barasat,job_loc_bardhaman,job_loc_baroda,job_loc_basirhat,job_loc_belgaum,job_loc_berhampur,job_loc_bhiwandi,job_loc_bhopal,job_loc_bhubaneshwar,job_loc_bhubaneswar,job_loc_bongoan,job_loc_chakdaha,job_loc_chandigarh,job_loc_chennai,job_loc_coimbatore,job_loc_cuddalore,job_loc_dakshin dinajpur,job_loc_davanagere,job_loc_dehradun,job_loc_delhi,job_loc_dharwad,job_loc_dombivali/dombivli,job_loc_dombivli,job_loc_durgapur,job_loc_ernakulam,job_loc_erode,job_loc_faridabad,job_loc_gandhinagar,job_loc_ghaziabad,job_loc_gobardanga,job_loc_gorakhpur,job_loc_greater noida,job_loc_gurgaon,job_loc_guruharsahai,job_loc_guwahati,job_loc_habra,job_loc_haldia,job_loc_hooghly,job_loc_howrah,job_loc_hubli-dharwad,job_loc_hugli,job_loc_hyderabad,job_loc_imphal,job_loc_indore,job_loc_jaipur,job_loc_jalalabad,job_loc_jalpaiguri,job_loc_kalyan,job_loc_kalyani,job_loc_kanchipuram,job_loc_kanpur,job_loc_kanyakumari,job_loc_karur,job_loc_kathua,job_loc_kochi,job_loc_kochi/cochin,job_loc_kolkata,job_loc_krishnanagar,job_loc_lucknow,job_loc_ludhiana,job_loc_madurai,job_loc_majholi,job_loc_malda,job_loc_maldah,job_loc_mathura,job_loc_medinipur,job_loc_midnapore,job_loc_mohali,job_loc_mumbai,job_loc_murshidabad,job_loc_mussoorie,job_loc_nadia,job_loc_nadiad,job_loc_nashik,job_loc_navi mumbai,job_loc_new delhi,job_loc_noida,job_loc_north 24 parganas,job_loc_north 24 pgs,job_loc_panaji,job_loc_panchkula,job_loc_patna,job_loc_pune,job_loc_purulia,job_loc_rampur hat,job_loc_ranaghat,job_loc_ranchi,job_loc_roorkee,job_loc_sangli,job_loc_siliguri,job_loc_sillod,job_loc_south 24 pgs,job_loc_surat,job_loc_thane,job_loc_trichy,job_loc_uluberia,job_loc_uttar dinajpur,job_loc_uttarkashi,job_loc_varanasi,job_loc_vijayapur,job_loc_vijayawada,job_loc_visakhapatnam,job_loc_west midnapore,job_loc_zirakpur
123,tech news content writer,dtb tech,        we are looking for creative content writer for tech blog. this is paid position and we are looking for long term association. ideal candidate should have zeal for writing and should be good in english writing.                1. follow instructions as provided2. write simple and easy to understand news article about latest tech gadgets (500 words). we will provide source of news.3. content should be error free in all respect.        ,content manager,paid,2019-01-30,2019-12-29,http://letsintern.com/internship/Content-Manager-internships/DTB-Tech/Tech-News-Content-Writer/100808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,jr content writer,getmyuni,        getmyuni is an education hub powered by times internet that propels the students to make the right education choice via student reviews and insights and also enables them to get valuable industry experience via student challenges on our ,digital marketing professional,paid,2019-03-10,2019-04-10,http://letsintern.com/internship/Digital-Marketing-Professional-internships/GetMyUni/Jr-Content-Writer/103911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,design engineer - mechanical,citiq india group,"        dear candidate's,greetings from kalpa electrikal pvt ltd!!!!!!!!!!!!we have urgent openings for ""purchase engineer, purchase executive, autocad engineer, production supervisor, stores incharge with citiq india group.you may call us @ 7466807180                1. position: purchase executiveexperience:- 0 -3 years (for purchase executives) no of positions:- 52. position: autocad engineerexperience:- 1 -5 years (for autocad engineers) no of positions:- 53. position: production supervisorexperience: 0-5 yearsno of positions: 54. position: stores in chargeexperience: 0-5 yearsno of positions: 5        ",mechanical engineer,paid,2019-02-27,,http://letsintern.com/internship/Mechanical-Engineer-internships/Citiq-India-Group/Design-Engineer-Mechanical/102931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,marketing interns required,tricentis,"        selected intern's day-to-day responsibilities include:1. following up with participants of our upcoming conference2. handling delegate inquiry and coordination with the team3. client relationship management, handling calls, collecting and updating the database4. providing logistical support to the team                only those candidates can apply who:  1.are available for full time (in-office) internship  2.can start the internship between 5th mar'19 and 4th apr'19  3.are available for duration of 4 months  4.are from pune, primp-chinchwad and neighboring cities 5.  have relevant ",marketing assistant,paid,2019-03-05,2019-06-16,http://letsintern.com/internship/Marketing-Assistant-internships/Tricentis/Marketing-Interns-Required/103644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,mechanical engineer job,mnd automobile ltd,"        looking for mechanical / automobile / maintenance engineering of heavy machinery or automobile engineering or maintenance engineering, diploma degree in mechanical or automobile. for schedule your interview call mr. kartik (+919599355817)                salary: inr 2,00,000 - 4,50,000 p.a. industry: automobile / auto anciliary / auto components functional area: production, manufacturing, maintenance role category: production/manufacturing/maintenance role: industrial engineer keywords: maintenance engineering,automobile engineering,diploma,heavy machinery,automobile maintenance,maintenance engineer,mechanical maintenance,mechanical operation,automobile service engineer,heavy engineering desired candidate profile must handle a team of people. good verbal communication or written communication. team worker or self-motivation power. energetic & self-motivated & team player. education: (ug - diploma - mechanical, b.tech/b.e. - automobile, mechanical) and (pg- m.tech - automobile, mechanical) and (doctorate- any doctorate - any specialization, doctorate not required)        ",mechanical engineer,paid,2019-03-05,,http://letsintern.com/internship/Mechanical-Engineer-internships/MND-Automobile-Ltd/Mechanical-Engineer-Job/103886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,passport checking officer hiring fresher,sky lark,"        we are seeking ground staff and passport checking supervisor staff for pune airport.industries : airlinerole : ground staff and passport checking supervisor staffinterview type : telephonic interviewnote: -direct company payroll full time permanent job.for direct interview call -hr rohan (746680-7180).                hiring freshers for the following posts as ground staff, air ticketing officer, passport checking & reservation executive.....job summary : - congratulations to all the aviation job seekers, there is a great opportunities to work in this industry. its not a consultancy. company name: - spice jet / indigo / jet- airways / vistara . available location: kolkata / pune / delhi.......etcdesignation: - 1.customer service associate , 2. guest relationship executive, 3. passenger service agent , 4. reservation staff 5. air ticketing associate , 6. passport checking staff qualification - minimum h.s & graduation age limit - 18-30 years. salary- 15000/- to - 25000/- hiring process : face to face interview who can apply : freshers        ",customer service representative,paid,2019-03-04,,http://letsintern.com/internship/Customer-Service-Representative-internships/SKY-LARK/Passport-Checking-Officer-Hiring-Fresher/103547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,sales executive,mitra. s.k pvt. ltd.,"        we are an mnc company named mitra .s.k. pvt. ltd. having ho in kolkata. we have 13 branches accross the country and we do have operations in overseas also we do inspection and testing of different commodities like minerals,food, fertilizer and environment.our website is www.mitrask.com presently we are having a job vacancy in sales & marketing for our food division.                1.daily client meet 2.generating new business3. maintaining relationship with new and existing clients",sales supervisor,paid,2019-03-04,,http://letsintern.com/internship/Sales-Supervisor-internships/Mitra-S-K-Pvt-Ltd-/Sales-Executive/103633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"content writing internship in baner, pune",96k internet technologies pvt ltd,"about the internship:selected intern's day-to-day responsibilities include:1. research relevant topics2. generate high-quality content for various websiteswho can apply:only those candidates can apply who:- are available for full-time (in-office) internship- are available for the duration of 3 months (preferred, not mandatory)-are pursuing any degree but have relevant ",copy writer,paid,2017-09-11,,http://letsintern.com/internship/Copy-Writer-internships/96K-Internet-Technologies-Pvt-Ltd/Content-Writing-Internship-in-Baner-Pune/79455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,ground staff job in indigo airlines,blue land placement desk,        description : airlines opportunities for eligible fresher candidates to make their future in airport job job role :- ground staffjob post :- associate customer service associate passenger service associate guest service associate air ticketing agent guest relationship executive qualification :- 10th pass & above for male 12th pass & above for femaleage limit :- 18 yrs to 30 yrs for male 18 yrs to 27 yrs for female salary :- 18000/- to 35000/- per month with pf+ot+esi job role :- cargo departmentqualification :- 8th pass & above only for male age limit :- 18 yrs to 30 yrs only for male r salary :- 11000/- to 18000/- per month with pf+ot+esi r n r ,air traffic controller,paid,2019-03-07,,http://letsintern.com/internship/Air-Traffic-Controller-internships/BLUE-LAND-PLACEMENT-DESK/GROUND-STAFF-JOB-IN-INDIGO-AIRLINES/103889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,sales internship,autonxt automation pvt. ltd.,"        commission based sales internship for 60 days with a fast growing startup and which can be converted to a full time sales role based on internship performance. location shall be in mumbai, thane and navi mumbai area.                1.marketing2.client meeting3.sales closingto meet sales target with marketing ",sales professional,unpaid,2019-03-30,2019-05-30,http://letsintern.com/internship/Sales-Professional-internships/AutoNxt-Automation-Pvt-Ltd-/Sales-Internship/104358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133,|| axis bank ||recruitment notice ||dsa||,career smith,"        job summaryopportunity for fresher candidates in private banking sector.private bank selection notice (direct)post –back office.office executiveloan officerbranch managernet banking officerphone banking officer & otherssalary :- 12,700/- to 22,700/- per month candidate criteria:qualification - 12th pass or basic graduate.age limit - 18th to 28th years.walk-in interview going on -",banker,paid,2019-03-01,,http://letsintern.com/internship/Banker-internships/CAREER-SMITH/-AXIS-BANK-RECRUITMENT-NOTICE-DSA-/103162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,direct interview going on for fresher candidates,c.r.p. pvt. ltd.,"        vacancies available for some private banksrequired criteria- h.s./graduate/post graduate- age limit between 18 to 28 years- should be fluent in hindi,english and bengali- smart and presentable- good grooming and- hard workingsalary15,000 to 20,000 per month(negotiable as per your interview round )contact no. - 9038767325email id - psarkar0221@gmail.com                1. core banking2. resolve the queries and complaints 3. maintain a good relationship with the customers        ",account executive,paid,2019-02-27,,http://letsintern.com/internship/Account-Executive-internships/C-R-P-Pvt-Ltd-/Direct-Interview-Going-On-For-Fresher-Candidates/102705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
